index,geom
3521,POINT (34.759498043628895 32.00655224529034)
3524,POINT (34.808330256239856 32.09487782328743)
3530,POINT (34.814428970070544 32.10538676697948)
3531,POINT (34.78963427809848 32.06382804307173)
3537,POINT (34.79387193600383 32.08785458477557)
3539,POINT (34.81354816993496 32.02197141440079)
3540,POINT (34.792537721749646 32.02765438199636)
3548,POINT (34.80650159250439 32.095796115017656)
3549,POINT (34.82488209891878 32.096427058598756)
3551,POINT (34.79433410727 32.100417717004476)
3552,POINT (34.821793684875544 32.08458484028047)
3553,POINT (34.79327578455759 32.01038381902658)
3558,POINT (34.824448853860275 32.10283607800862)
3559,POINT (34.81344128048284 32.09130060475923)
3560,POINT (34.7861620285437 32.045306167800625)
3562,POINT (34.7916155909975 32.021040543185386)
3569,POINT (34.80967930715695 32.07365006308565)
3570,POINT (34.79765861927238 32.09336771679226)
3571,POINT (34.81075811319528 32.078487763268704)
3583,POINT (34.81734408194485 32.07198561491606)
3586,POINT (34.805213909327236 32.129839547056854)
3587,POINT (34.8003641203133 32.12873229774826)
3590,POINT (34.8050685410916 32.13546268999289)
3593,POINT (34.79138436229949 32.13484408945918)
3595,POINT (34.79849625376711 32.10269047013887)
3597,POINT (34.80644563122825 32.083944451130094)
3600,POINT (34.80761766654135 32.08456850228906)
3601,POINT (34.82049640433179 32.11847181719621)
3604,POINT (34.81476333350271 32.11041840353067)
3610,POINT (34.80512971557975 32.084073061269805)
3611,POINT (34.79005601862647 32.07890076304542)
3613,POINT (34.814502853546976 32.08457654923358)
3617,POINT (34.81849767918367 32.07861786901349)
3622,POINT (34.82334204737787 32.07444545363112)
3625,POINT (34.814660163153576 32.08056717232506)
3626,POINT (34.81207830143682 32.09309952324219)
3632,POINT (34.8259415199646 32.09928520262968)
3635,POINT (34.81178779880585 32.11958806479944)
3643,POINT (34.829512813243156 32.09890104961107)
3645,POINT (34.80288927505209 32.108584727238615)
3653,POINT (34.82262972278711 32.093568332353584)
3656,POINT (34.861769102104525 32.091042850546415)
3658,POINT (34.78943841193063 32.02983557310387)
3659,POINT (34.78144857987268 32.09320070543708)
3663,POINT (34.79350351350808 32.13444322428375)
3664,POINT (34.82564922654607 32.09849712362275)
3667,POINT (34.86061033321447 32.083908356245715)
3669,POINT (34.809230869946916 32.08272015795981)
3676,POINT (34.805138433481304 32.13581265163395)
3677,POINT (34.826180461889855 32.07761706122794)
3682,POINT (34.79285311607026 32.13580561725198)
3684,POINT (34.819752292397595 32.12339019472764)
3688,POINT (34.8022366885608 32.089647343982875)
3690,POINT (34.79862681740515 32.13450502840348)
3696,POINT (34.804689768848405 32.119885665305674)
3699,POINT (34.79097791196347 32.10076797248191)
3701,POINT (34.789521276638716 32.08164787121666)
3705,POINT (34.80291900829411 32.055960563829615)
3708,POINT (34.76598863861081 32.03076849768928)
3709,POINT (34.8240169197983 32.08657316583353)
3711,POINT (34.77881009426977 32.012041386960014)
3714,POINT (34.80318468698748 32.11611720297931)
3718,POINT (34.82509824880447 32.108920361079825)
3719,POINT (34.82209128800322 32.12077929453384)
3723,POINT (34.80350903412039 32.12828413298046)
3725,POINT (34.82270261060677 32.095710872187965)
3731,POINT (34.83177249561822 32.08697960029512)
3736,POINT (34.85029772086077 32.10558823504841)
3738,POINT (34.79956462149375 32.008686936140585)
3739,POINT (34.79841207104864 32.12156715236994)
3741,POINT (34.8063190169791 32.07052773206199)
3742,POINT (34.86475781299157 32.07979961671448)
3743,POINT (34.817051670145496 32.1165455429876)
3745,POINT (34.78431177843664 32.02398561073952)
3746,POINT (34.81926533076131 32.1021728829411)
3749,POINT (34.8032171344811 32.135216925906896)
3751,POINT (34.80394033806749 32.10366457119852)
3758,POINT (34.78833701614757 32.09019043180672)
3759,POINT (34.85175948096976 32.099826204689585)
3760,POINT (34.7770335525411 32.08229492444423)
3762,POINT (34.816194673992904 32.08421515329364)
3766,POINT (34.80136588324657 32.09126573746963)
3768,POINT (34.79869125999343 32.1084317643136)
3771,POINT (34.82434157850588 32.08722739698245)
3772,POINT (34.80005526380062 32.094637263325886)
3775,POINT (34.78303451851926 32.11653601643427)
3777,POINT (34.81552268514692 32.073437367462034)
3787,POINT (34.82215097048427 32.096573581043764)
3791,POINT (34.7886678371936 32.13522871445878)
3792,POINT (34.806260887422646 32.09908729892634)
3794,POINT (34.82229002145225 32.06868097285219)
3797,POINT (34.78797608722357 32.02865064083819)
3800,POINT (34.797228904823335 32.13364253951854)
3802,POINT (34.79269028810748 32.099921230070194)
3804,POINT (34.798862338007815 32.097301907726155)
3806,POINT (34.80160205987562 32.1043127158475)
3808,POINT (34.78137074550285 32.11493176978469)
3809,POINT (34.79677338624676 32.077347751002506)
3814,POINT (34.77758396584433 32.03057802684187)
3816,POINT (34.85669405211578 32.08833281659753)
3818,POINT (34.80397409753618 32.0850771432058)
3822,POINT (34.804450700827346 32.11818726490109)
3823,POINT (34.78992268982481 32.07756035502714)
3828,POINT (34.80614713196274 32.129201889469094)
3829,POINT (34.859258435874935 32.09034196908704)
3831,POINT (34.81458060212448 32.08889402869417)
3835,POINT (34.815525645085046 32.10058510079886)
3836,POINT (34.796471602611255 32.13192339160196)
3838,POINT (34.814969575197736 32.08380669758972)
3840,POINT (34.7942914871456 32.10515579249662)
3842,POINT (34.830485746574006 32.06318722115443)
3846,POINT (34.807594115715666 32.10389708862505)
3849,POINT (34.78773111778282 32.00984190727493)
3850,POINT (34.8039633084413 32.06364675126079)
3857,POINT (34.80475850481962 32.131124265440846)
3866,POINT (34.8158178426683 32.080355778721845)
3867,POINT (34.803373728395165 32.123342252816144)
3868,POINT (34.77360348732932 31.998979676027705)
3870,POINT (34.78884685869806 32.11092069730438)
3875,POINT (34.80613729404577 32.06433812294711)
3877,POINT (34.80051608767573 32.09965715710355)
3878,POINT (34.80118100968574 32.09432617117424)
3883,POINT (34.81154891064532 32.07248239910217)
3891,POINT (34.79611952889719 32.11576171160556)
3895,POINT (34.7958607705447 32.09236882775719)
3896,POINT (34.8130246866155 32.059247798639035)
3901,POINT (34.86374285382595 32.0764310120564)
3902,POINT (34.845951201438446 32.06776004449066)
3903,POINT (34.80670873728716 32.10652705262797)
3904,POINT (34.81721692154931 32.097050641212675)
3910,POINT (34.817691206934974 32.098078627943565)
3911,POINT (34.818005740515495 32.090737963571094)
3913,POINT (34.79459141222977 32.10124673817389)
3914,POINT (34.80274731684004 32.03223125984479)
3915,POINT (34.810308744376066 32.08074622814887)
3920,POINT (34.8614854419006 32.09350544150019)
3921,POINT (34.80449459678097 32.108921347369105)
3922,POINT (34.77743944355449 32.07718230831407)
3925,POINT (34.81282985341724 32.07484538263607)
3926,POINT (34.81878952882318 32.08451509202646)
3934,POINT (34.806675434143045 32.116937259087585)
3938,POINT (34.79285992694993 32.10461334981878)
3941,POINT (34.824906175740246 32.103149493492026)
3943,POINT (34.82107610967346 32.09154968806859)
3944,POINT (34.81548854855576 32.07373156836058)
3945,POINT (34.7979958224855 32.094010869136305)
3949,POINT (34.7958911813109 32.082001732163015)
3957,POINT (34.86089640814123 32.08692517382078)
3964,POINT (34.795428378465054 32.09010421001869)
3965,POINT (34.79642986383511 32.101353292307316)
3966,POINT (34.77952028662848 32.028356195907925)
3972,POINT (34.81057295719869 32.079516619387945)
3974,POINT (34.80452952329149 32.10697831380736)
3984,POINT (34.80555960766926 32.11666170129729)
3985,POINT (34.800527195019825 32.09685888126962)
3987,POINT (34.799573055142666 32.132543452898204)
3991,POINT (34.819439762995955 32.08006271640016)
3993,POINT (34.81480184861499 32.07733959087083)
3996,POINT (34.780438024283086 32.04527069223334)
4003,POINT (34.79054899907871 32.029365119394114)
4004,POINT (34.818083581851354 32.102949447690726)
4005,POINT (34.824038187467224 32.10763089444988)
4009,POINT (34.834687782084245 32.06313278304934)
4011,POINT (34.804634980969986 32.099708612904486)
4013,POINT (34.80368717701721 32.07014290693501)
4014,POINT (34.79541225447674 32.086526394223846)
4015,POINT (34.796648578820005 32.10574626544049)
4018,POINT (34.77747816822439 32.07363233666655)
4022,POINT (34.865924289021784 32.07148646786015)
4024,POINT (34.828898581952046 32.12441066985716)
4025,POINT (34.77746276493123 32.04993247305713)
4026,POINT (34.79320131523781 32.07044359999289)
4028,POINT (34.81249175906989 32.084505667557565)
4030,POINT (34.83084098675894 32.11558484060542)
4032,POINT (34.80910803160078 32.088558058829854)
4033,POINT (34.805065084873235 32.10478515530223)
4034,POINT (34.81082002981305 32.090507546930745)
4035,POINT (34.79605798940429 32.11809647657066)
4036,POINT (34.798562029890356 32.10906979545878)
4037,POINT (34.81418224419932 32.1134410396635)
4047,POINT (34.79983851540465 32.09419758635543)
4049,POINT (34.85424867541954 32.08705019294447)
4051,POINT (34.81971833896611 32.10164747485793)
4058,POINT (34.8018509248178 32.13062081336636)
4071,POINT (34.79721166175817 32.091797797357096)
4072,POINT (34.793866756690186 32.1371870002537)
4073,POINT (34.79451543597983 32.10127818906727)
4078,POINT (34.81721161953733 32.084244634243554)
4079,POINT (34.81279681283772 32.08969044596865)
4081,POINT (34.79019731772826 32.01105963741115)
4084,POINT (34.781620030260946 32.041701588326156)
4085,POINT (34.82227398266748 32.08778537603016)
4086,POINT (34.805578089178674 32.10040517309167)
4089,POINT (34.78945321724423 32.13543018529517)
4090,POINT (34.80649614670207 32.06684768533534)
4092,POINT (34.81776327916329 32.118739045062654)
4094,POINT (34.84257112258819 32.07820096340634)
4097,POINT (34.79625954933773 32.07565745690622)
4098,POINT (34.80497680406075 32.082579179887354)
4099,POINT (34.80896016530981 32.10842465420452)
4102,POINT (34.83252439212911 32.11541483752084)
4103,POINT (34.79571589752463 32.098999721971026)
4108,POINT (34.80614079753018 32.09159874641518)
4109,POINT (34.84410324805872 32.08398450961406)
4113,POINT (34.80228373387769 32.07127121039987)
4114,POINT (34.86529674800455 32.07909047367278)
4115,POINT (34.82322645337517 32.09988708955465)
4116,POINT (34.84982072351552 32.052037903086855)
4119,POINT (34.799478727654915 32.08938041224843)
4122,POINT (34.79160973492511 32.08363137175461)
4132,POINT (34.80047723145938 32.13617894105684)
4136,POINT (34.79567878827223 32.079033221650434)
4137,POINT (34.762073888996916 32.02444003491883)
4141,POINT (34.79007555891564 32.07695357658033)
4143,POINT (34.85978159159991 32.09886086973422)
4145,POINT (34.78367652102037 32.08112875982917)
4150,POINT (34.795060020343854 32.10556397810614)
4154,POINT (34.766597170906785 32.02836858625627)
4159,POINT (34.815797663223115 32.11663722122404)
4160,POINT (34.81818368688833 32.090009378674395)
4164,POINT (34.8035198129112 32.103259209443415)
4166,POINT (34.81817533511435 32.090966293625456)
4167,POINT (34.77308774194852 32.08743545689691)
4173,POINT (34.81193588139563 32.0828803046381)
4176,POINT (34.812619259811434 32.11201259522089)
4179,POINT (34.80461705735364 32.08095819035773)
4183,POINT (34.81911742198737 32.106306906572435)
4190,POINT (34.82041342859281 32.10857901287077)
4192,POINT (34.815337974776725 32.003731873846405)
4196,POINT (34.800010441435596 32.10067012569842)
4198,POINT (34.80658447186251 32.09652299609347)
4200,POINT (34.7889782391608 32.01240407635985)
4205,POINT (34.805442280484016 32.13109313719991)
4207,POINT (34.807007840923866 32.13265693092008)
4209,POINT (34.818441293181145 32.079041517264564)
4210,POINT (34.848100519787934 32.08210019005359)
4212,POINT (34.8197944080082 32.0768430653416)
4214,POINT (34.80487171379014 32.10826445071492)
4218,POINT (34.78520782395646 32.046768598358945)
4221,POINT (34.799660460244894 32.02889039734837)
4223,POINT (34.79043510368458 32.102570467696005)
4224,POINT (34.79323392861172 32.10475456144623)
4230,POINT (34.815260559497624 32.11332863934323)
4239,POINT (34.79122663688214 32.133486700458256)
4241,POINT (34.81206356235906 32.13491348126298)
4242,POINT (34.79268188677558 32.109939948537416)
4248,POINT (34.792113565796654 32.111709320779624)
4251,POINT (34.79569946796495 32.008013075847195)
4252,POINT (34.835694847913054 32.07408414937387)
4254,POINT (34.80953325828218 32.12945820756594)
4255,POINT (34.792751163331346 32.12664632035831)
4256,POINT (34.85483083500157 32.0842980096988)
4260,POINT (34.78896505265517 32.108547014003534)
4263,POINT (34.80297333501292 32.125323744817294)
4266,POINT (34.85212249753753 32.08643972539812)
4270,POINT (34.79148587890295 32.040045606218705)
4271,POINT (34.79592037620752 32.09700658695254)
4275,POINT (34.800573121398614 32.0913748944775)
4279,POINT (34.85746381567024 32.10601003154584)
4281,POINT (34.788734752216556 32.088645794451736)
4282,POINT (34.818060303140584 32.0765121709571)
4286,POINT (34.803480995641564 32.08005921417908)
4287,POINT (34.827112635855876 32.103150392316515)
4290,POINT (34.80491410080275 32.10266734139408)
4293,POINT (34.768424255180264 32.02158815175695)
4294,POINT (34.80984649314975 32.114621688286675)
4297,POINT (34.80202463929503 32.110707201688335)
4298,POINT (34.769869724493674 32.023172970036235)
4299,POINT (34.79950254456363 32.020779825673074)
4300,POINT (34.80268321487727 32.12441958182475)
4302,POINT (34.806641888412045 32.09543414356681)
4304,POINT (34.78593703572533 32.08556082930868)
4305,POINT (34.8469750728253 32.10272369808798)
4313,POINT (34.806278530536844 32.09704459711362)
4316,POINT (34.81520456501359 32.09658542391801)
4323,POINT (34.78222765752432 32.03311798486473)
4331,POINT (34.81409603683997 32.09370430439724)
4334,POINT (34.79876692241895 32.03345348854142)
4335,POINT (34.77949261890601 32.049158201419445)
4337,POINT (34.79938403261508 32.07786148636292)
4343,POINT (34.811093149931814 32.09041860904951)
4344,POINT (34.82167554917493 32.11507266141439)
4347,POINT (34.81842062468967 32.113406579784375)
4350,POINT (34.82322388449248 32.08773061864169)
4354,POINT (34.80105890811022 32.09758469524874)
4365,POINT (34.789599614519226 32.13311834618841)
4366,POINT (34.83396019327218 32.09736687195315)
4369,POINT (34.799221348094484 32.025375033411365)
4371,POINT (34.809397178687675 32.08276126489115)
4374,POINT (34.78089848386886 32.033832105200936)
4376,POINT (34.81774886317378 32.08006916402556)
4378,POINT (34.8004282542294 32.02446673367187)
4381,POINT (34.82604525210549 32.111921043459844)
4382,POINT (34.817681556239144 32.07604884395054)
4384,POINT (34.82233811320298 32.112543306768856)
4386,POINT (34.77533769111654 32.03471801023358)
4390,POINT (34.80579286130027 32.09436616506156)
4393,POINT (34.79283500381197 32.10661638307606)
4394,POINT (34.79442259085163 32.080808763311055)
4398,POINT (34.81542499066544 32.07311831662379)
4409,POINT (34.86186697967535 32.0908432577703)
4410,POINT (34.832867616963824 32.056958384622895)
4413,POINT (34.79146853462995 32.07206085567774)
4423,POINT (34.820749063317265 32.093686342481355)
4425,POINT (34.80785376121065 32.10647827198238)
4429,POINT (34.804195032900616 32.12415321797163)
4432,POINT (34.79283109579783 32.12387717900562)
4433,POINT (34.82174664731102 32.07069374988347)
4437,POINT (34.83184839663904 32.10256902372288)
4438,POINT (34.77947128181049 32.03814835671151)
4439,POINT (34.81064068895362 32.11619394950709)
4440,POINT (34.81747643382481 32.07560242595963)
4443,POINT (34.82221793022668 32.086136241888426)
4446,POINT (34.819519148065254 32.07881180498795)
4456,POINT (34.81693888632068 32.09508320515328)
4457,POINT (34.798333999640086 32.07551829760157)
4458,POINT (34.79934679191341 32.13348124187335)
4461,POINT (34.79517033584057 32.04396189058552)
4462,POINT (34.8082287906876 32.07165315030758)
4463,POINT (34.82013461754625 32.12796123102074)
4467,POINT (34.786833841599645 32.10271703305239)
4468,POINT (34.816697535637736 32.10296328878857)
4472,POINT (34.78164846942788 32.01535414055069)
4474,POINT (34.787706912632615 32.13530619936742)
4475,POINT (34.82481555403886 32.07834422285646)
4476,POINT (34.79501703825699 32.09091462083783)
4481,POINT (34.77247308745734 32.07404256098608)
4489,POINT (34.80323654336149 32.08830701795329)
4491,POINT (34.81056919994661 32.04824257956393)
4492,POINT (34.803931329579584 32.061557002098915)
4493,POINT (34.79227087844489 32.03563648363208)
4494,POINT (34.8282422873006 32.07995269268418)
4499,POINT (34.80398938724733 32.01853532237642)
4500,POINT (34.80410708351896 32.09989261555175)
4501,POINT (34.7838302991914 32.04704957411668)
4502,POINT (34.799052976900526 32.09441928199433)
4504,POINT (34.84773636462931 32.0990378143142)
4506,POINT (34.81917240230361 32.1105153832529)
4507,POINT (34.805670959863036 32.08119132178086)
4508,POINT (34.784320889223665 32.11141679829651)
4514,POINT (34.81128612265797 32.070431759380526)
4516,POINT (34.79919337625761 32.11010110659322)
4517,POINT (34.83081695264853 32.09074084146056)
4518,POINT (34.862439695269806 32.097426153861335)
4529,POINT (34.82002812832142 32.08780991681646)
4530,POINT (34.81518003860653 32.083504591643674)
4532,POINT (34.79758356645024 32.10076144165435)
4534,POINT (34.774085004190425 32.08873659561663)
4536,POINT (34.86184023992885 32.07132413777957)
4539,POINT (34.84931823594271 32.1127681791999)
4541,POINT (34.85421585197818 32.10715481365574)
4545,POINT (34.81499569144721 32.061482958813)
4547,POINT (34.81768693810803 32.08213994405446)
4548,POINT (34.806966927841025 32.036838725263415)
4551,POINT (34.811856936563395 32.08814873444115)
4552,POINT (34.81610059368522 32.09443764227702)
4553,POINT (34.85720265306972 32.084602828249736)
4554,POINT (34.849156303711865 32.065905186322595)
4559,POINT (34.78251706043237 32.09440052151736)
4561,POINT (34.80422068350828 32.12432255494299)
4566,POINT (34.79220096273339 32.041243630571415)
4570,POINT (34.80611253367464 32.13570773755112)
4574,POINT (34.812258943234696 32.08073179463533)
4580,POINT (34.80489086386416 32.09825330345427)
4583,POINT (34.860072129950375 32.068723200699964)
4585,POINT (34.80576939192538 32.09503196089584)
4588,POINT (34.785024322810884 32.12893426110359)
4592,POINT (34.81584004659275 32.096101376486786)
4595,POINT (34.81794214789507 32.08921091256015)
4598,POINT (34.82621668342072 32.08862940536073)
4599,POINT (34.79774978321015 32.07713020007459)
4600,POINT (34.78853970090973 32.11405635333367)
4602,POINT (34.83189151309404 32.09388770059385)
4604,POINT (34.778435506186106 32.08896877434125)
4605,POINT (34.80979157834462 32.08323861193551)
4611,POINT (34.78998310733044 32.04207763752042)
4619,POINT (34.807629650488956 32.083335548958964)
4628,POINT (34.79489942629535 32.04031257839239)
4638,POINT (34.81455046519472 32.10664734583364)
4640,POINT (34.826040247465876 32.106829998164734)
4642,POINT (34.78417557797655 32.01881221040207)
4643,POINT (34.817565231872045 32.11126584198818)
4647,POINT (34.80053469808701 32.00937593331563)
4650,POINT (34.81005602783955 32.08813987966075)
4652,POINT (34.793987507962214 32.07731360239848)
4653,POINT (34.79867922322846 32.09975214175313)
4654,POINT (34.81012204899916 32.086024507201856)
4658,POINT (34.79308804255587 32.03563455281051)
4662,POINT (34.79834517493944 32.12649291881494)
4664,POINT (34.81759691908688 32.10331789659339)
4665,POINT (34.81878072059786 32.11916095429828)
4668,POINT (34.82259910686962 32.09237011510562)
4669,POINT (34.795534544379805 32.025237964534654)
4673,POINT (34.8238203792132 32.13133618994615)
4676,POINT (34.80670456966743 32.09432395555959)
4679,POINT (34.80741999078343 32.13192215795714)
4680,POINT (34.791575296303364 32.04033873051677)
4683,POINT (34.80701169337997 32.116182082034825)
4692,POINT (34.81331270315648 32.09598500388807)
4693,POINT (34.80340046596717 32.10495484613554)
4695,POINT (34.779773497248605 32.10653953576509)
4698,POINT (34.82001135385405 32.09225485881222)
4701,POINT (34.82608676579592 32.08115473730501)
4703,POINT (34.824814362677245 32.10136801107483)
4704,POINT (34.797776961289244 32.08036147576592)
4708,POINT (34.80313424355574 32.103836881736164)
4714,POINT (34.80609487920628 32.08102229976954)
4716,POINT (34.80998197212681 32.09059770276578)
4718,POINT (34.79930446635399 32.07750040042927)
4721,POINT (34.79145022893985 32.077495051056445)
4728,POINT (34.81927145474251 32.10847524633841)
4736,POINT (34.82153151731169 32.03899204104932)
4738,POINT (34.8078541769394 32.112672590242425)
4743,POINT (34.78118110833878 32.04344845660971)
4745,POINT (34.830714614030356 32.09265904169662)
4747,POINT (34.794107357541115 32.1034421901863)
4749,POINT (34.8002924372752 32.01475579349555)
4750,POINT (34.807597915021205 32.125790393691744)
4752,POINT (34.80573000862023 32.07733014322858)
4753,POINT (34.811948366274 32.09694390523878)
4759,POINT (34.797407856903014 32.03427322839318)
4761,POINT (34.85542202773989 32.09669440851708)
4762,POINT (34.79065518080159 32.07554083630207)
4763,POINT (34.79001762644167 32.01289899984318)
4765,POINT (34.80835210252889 32.07346102765576)
4766,POINT (34.85261628398423 32.10140183945927)
4770,POINT (34.79852091299603 32.1055820166466)
4772,POINT (34.81594652078598 32.081490053371795)
4777,POINT (34.82384619575387 32.100029153467545)
4779,POINT (34.81718644982603 32.09418396693963)
4780,POINT (34.78996287933462 32.134778782696536)
4781,POINT (34.79433604620769 32.099302443354446)
4782,POINT (34.792032399482935 32.119113337141734)
4795,POINT (34.79098606692199 32.100154571921856)
4804,POINT (34.806470883437875 32.098814500008935)
4805,POINT (34.79402150022283 32.07204058438536)
4809,POINT (34.82143058786775 32.080213499483605)
4812,POINT (34.80770094307393 32.10165900467662)
4814,POINT (34.79564011615989 32.125943310372136)
4816,POINT (34.783316017113684 32.08660585517226)
4817,POINT (34.794527939237845 32.026650403743645)
4818,POINT (34.817036525172405 32.07932742715932)
4823,POINT (34.80658159861881 32.09529415208096)
4825,POINT (34.833530562608 32.1009763054579)
4829,POINT (34.836307935135004 32.09125176921916)
4837,POINT (34.78987913717449 32.12366153575152)
4843,POINT (34.78955444958292 32.027429860963565)
4848,POINT (34.83562521010501 32.09611134980758)
4851,POINT (34.78177090722615 32.03584584135336)
4856,POINT (34.787783197082135 32.09345474701906)
4858,POINT (34.82373523997308 32.073223189995005)
4859,POINT (34.84519903641312 32.117178623055054)
4863,POINT (34.78684611709879 32.10187161832676)
4864,POINT (34.79530182401644 32.08889963623939)
4866,POINT (34.8134001604117 32.041382615158824)
4868,POINT (34.79658823349737 32.09849267909672)
4869,POINT (34.83266227584652 32.08119006447731)
4875,POINT (34.787351602586796 32.02530163513385)
4877,POINT (34.79041072643985 32.09260855024422)
4881,POINT (34.82163756551427 32.09419854200276)
4887,POINT (34.82002266240152 32.10711917589202)
4888,POINT (34.80791667212297 32.037275422877755)
4891,POINT (34.80141138536624 32.09228623869445)
4893,POINT (34.79953690650124 32.11180371970756)
4903,POINT (34.80192053452527 32.13113055667178)
4905,POINT (34.79147256235769 32.041370216931874)
4907,POINT (34.862163791836686 32.080725701784736)
4909,POINT (34.81224904661644 32.06780979364027)
4913,POINT (34.784169009729155 32.05366263982)
4916,POINT (34.815756608653025 32.13092092097579)
4917,POINT (34.82166159599784 32.10133145298641)
4929,POINT (34.85025327007859 32.09438224048099)
4936,POINT (34.793046743237795 32.08860784505161)
4937,POINT (34.799160255016375 32.13345594242166)
4939,POINT (34.822871050224364 32.13256742119029)
4940,POINT (34.80652536004715 32.075525706719446)
4942,POINT (34.825670839130865 32.09199806356562)
4945,POINT (34.81538603513614 32.13344852243893)
4946,POINT (34.812899260325906 32.09496548850612)
4947,POINT (34.81218802284875 32.11133364187791)
4949,POINT (34.801199908106426 32.08839199635745)
4952,POINT (34.86390230728489 32.08532380959199)
4953,POINT (34.81220288827412 32.106830751093234)
4954,POINT (34.80751093157347 32.13488169701861)
4956,POINT (34.81393643271476 32.09711203614851)
4957,POINT (34.82057010500907 32.10439475587059)
4961,POINT (34.798007299473674 32.08059147001269)
4976,POINT (34.79780042651236 32.10434790999985)
4977,POINT (34.792574446169326 32.12902021100815)
4983,POINT (34.793910817546816 32.13167062543929)
4985,POINT (34.81779840470152 32.0947623035384)
4988,POINT (34.828053772088126 32.09166474435716)
4991,POINT (34.812690576598854 32.09054234173255)
4996,POINT (34.82310026769865 32.13367842591168)
4998,POINT (34.80464282002443 32.118543981595735)
4999,POINT (34.80540511649294 32.08762996183371)
5000,POINT (34.8029600700818 32.13076009446118)
5002,POINT (34.79181211175813 32.122687429961125)
5023,POINT (34.83181346431751 32.061804219229145)
5024,POINT (34.8155745347314 32.08439587161558)
5025,POINT (34.81887600251289 32.12241315857789)
5027,POINT (34.8326729775088 32.08050481537319)
5028,POINT (34.796400498083365 32.10420004775003)
5029,POINT (34.809473642113346 32.09754044038572)
5030,POINT (34.809089793628445 32.101807937038934)
5037,POINT (34.806630689910726 32.08900983207225)
5042,POINT (34.80488747715716 32.0736777427062)
5049,POINT (34.806197455325574 32.10797501567915)
5052,POINT (34.81946928917726 32.10024279234989)
5053,POINT (34.79918634508327 32.094793844738575)
5054,POINT (34.796841252486274 32.1004340173874)
5057,POINT (34.800464582306205 32.074345741635)
5064,POINT (34.80119523969408 32.10073824933178)
5086,POINT (34.83388064166541 32.10748758234161)
5087,POINT (34.82995772920492 32.105849321901886)
5088,POINT (34.83445919995435 32.07799558472661)
5090,POINT (34.86328367272571 32.077153996546215)
5091,POINT (34.859712777661166 32.09800412445301)
5095,POINT (34.810707230732554 32.087665140311074)
5097,POINT (34.786348566610584 32.08134474764898)
5098,POINT (34.77500429015211 32.041769992787835)
5103,POINT (34.78997261761322 32.00966435599877)
5106,POINT (34.804725834680724 32.081567597424005)
5112,POINT (34.80857418119706 32.126382780402444)
5113,POINT (34.82578481814909 32.09935738672452)
5115,POINT (34.794287758275296 32.10214753174773)
5117,POINT (34.83109224193849 32.0945731170948)
5119,POINT (34.8130759654944 32.04475588720623)
5126,POINT (34.804117796700226 32.10045201739976)
5127,POINT (34.86338423027889 32.08232881925424)
5129,POINT (34.80337296086285 32.086708307912616)
5130,POINT (34.83610153633819 32.0938135485901)
5131,POINT (34.76308934993382 32.02323761797258)
5132,POINT (34.790794982371416 32.083704224864604)
5135,POINT (34.86236217076625 32.06997974077408)
5137,POINT (34.86132985160221 32.096885824875145)
5138,POINT (34.771866260777635 32.01421923712939)
5142,POINT (34.85614001829422 32.095887807179196)
5143,POINT (34.82316154313797 32.10234598679548)
5145,POINT (34.78154893548162 32.04375533868604)
5148,POINT (34.84488642720971 32.08067184610255)
5154,POINT (34.78585241282086 32.10352659950714)
5157,POINT (34.799543937338626 32.12772768214368)
5160,POINT (34.81449167854535 32.10735019795174)
5162,POINT (34.78124921942766 32.1036707104799)
5165,POINT (34.83737769111838 32.109682420344456)
5167,POINT (34.8494361951529 32.08707011283053)
5172,POINT (34.80547156277618 32.09225527717388)
5173,POINT (34.808003359311435 32.08282490152708)
5174,POINT (34.860193062644434 32.10357493847919)
5184,POINT (34.80001615192766 32.13128482883282)
5186,POINT (34.86079435715762 32.10196932639593)
5187,POINT (34.85044495819694 32.09359239765239)
5188,POINT (34.828589697117394 32.129122618680526)
5193,POINT (34.80203118583147 32.093363863428515)
5197,POINT (34.80178355186497 32.102929698040334)
5199,POINT (34.85207422310544 32.070421934561)
5200,POINT (34.8267521324494 32.11123767572784)
5201,POINT (34.855638487576904 32.10591585666746)
5203,POINT (34.81211250086736 32.105796549035965)
5209,POINT (34.823619115681474 32.03244753790198)
5210,POINT (34.78746903755993 32.131598300967894)
5215,POINT (34.79936470901263 32.094437882724115)
5218,POINT (34.7871604047407 32.03293786705321)
5222,POINT (34.82647600154545 32.08163263992485)
5223,POINT (34.825049859878376 32.1259889298667)
5227,POINT (34.80208245156233 32.10759146153264)
5237,POINT (34.804039772099685 32.09795693697415)
5238,POINT (34.82406882223682 32.09103746630845)
5242,POINT (34.78934444617266 32.08216978511088)
5243,POINT (34.77815463018301 32.04255541693326)
5246,POINT (34.786531635739905 32.10116640605946)
5247,POINT (34.809062466259576 32.06704060113649)
5248,POINT (34.78747865069808 32.13481271593416)
5251,POINT (34.815504044744124 32.08157175810531)
5253,POINT (34.81026260435906 32.080375906856545)
5256,POINT (34.794191166212904 32.00745903716542)
5258,POINT (34.826556095193325 32.066472361104616)
5262,POINT (34.791855068692065 32.11134464996583)
5265,POINT (34.81544560725001 32.084642271281886)
5266,POINT (34.79736163338154 32.08871702028407)
5271,POINT (34.82285812305797 32.1226929363516)
5272,POINT (34.78292339910292 32.0935519302196)
